,ab,acceptance,id_guest,id_host,id_listing,m_first_message_length,message_length_level,ts_interaction_first,week_of_year,month,day_of_week
2131,1,Treatment 0,3801,2683,552,279.0,220.0,2013-09-26 21:08:00,39,9,3
8138,1,Treatment 1,335,3031,4054,630.0,625.0,2013-09-26 21:13:00,39,9,3
5104,0,Control 1,3218,2178,2401,88.0,70.0,2013-09-26 21:59:00,39,9,3
8139,0,Control 0,5271,2460,629,206.0,220.0,2013-09-26 22:21:00,39,9,3
2875,1,Treatment 1,6923,323,2838,140.0,140.0,2013-09-26 23:00:00,39,9,3
5105,1,Treatment 1,3294,2882,2211,326.0,400.0,2013-09-26 23:15:00,39,9,3
2132,0,Control 1,7072,2945,4120,473.0,400.0,2013-09-27 00:21:00,39,9,4
5106,1,Treatment 0,3842,2095,3374,202.0,220.0,2013-09-27 01:39:00,39,9,4
5107,1,Treatment 0,4111,789,1890,623.0,625.0,2013-09-27 02:17:00,39,9,4
2133,1,Treatment 1,2653,3102,570,327.0,400.0,2013-09-27 04:39:00,39,9,4
5108,1,Treatment 0,2947,897,3678,215.0,220.0,2013-09-27 05:06:00,39,9,4
8141,0,Control 0,6439,1487,2024,259.0,220.0,2013-09-27 07:06:00,39,9,4
2135,1,Treatment 1,5543,3561,3774,223.0,220.0,2013-09-27 07:10:00,39,9,4
8142,1,Treatment 1,8516,913,3633,664.0,625.0,2013-09-27 12:17:00,39,9,4
5110,0,Control 1,909,1795,1934,247.0,220.0,2013-09-27 12:45:00,39,9,4
5112,0,Control 1,458,1897,2680,166.0,220.0,2013-09-27 15:15:00,39,9,4
8143,0,Control 0,4770,1643,2113,178.0,220.0,2013-09-27 15:31:00,39,9,4
8144,0,Control 1,6394,803,3664,415.0,400.0,2013-09-27 15:52:00,39,9,4
2137,0,Control 0,7034,2950,2981,146.0,220.0,2013-09-27 16:29:00,39,9,4
5113,1,Treatment 0,4250,1613,3148,346.0,400.0,2013-09-27 17:12:00,39,9,4
5114,0,Control 1,8180,2580,3150,95.0,70.0,2013-09-27 17:34:00,39,9,4
8145,1,Treatment 0,854,530,984,303.0,400.0,2013-09-27 18:38:00,39,9,4
8146,0,Control 0,3856,1295,4405,126.0,70.0,2013-09-27 19:17:00,39,9,4
8147,0,Control 0,8107,1728,3974,218.0,220.0,2013-09-27 19:46:00,39,9,4
8148,0,Control 0,2535,3102,570,448.0,400.0,2013-09-27 21:49:00,39,9,4
5116,0,Control 1,600,2212,1327,603.0,625.0,2013-09-27 22:01:00,39,9,4
8149,1,Treatment 1,4533,2396,3681,212.0,220.0,2013-09-27 22:22:00,39,9,4
8874,0,Control 0,6515,3353,2185,0.0,0.0,2013-09-27 22:48:00,39,9,4
8150,0,Control 0,3555,2052,2848,295.0,220.0,2013-09-27 23:12:00,39,9,4
8151,0,Control 0,1409,1394,3905,265.0,220.0,2013-09-27 23:19:00,39,9,4
8152,1,Treatment 0,3710,3339,4370,188.0,220.0,2013-09-27 23:27:00,39,9,4
2138,1,Treatment 1,2976,2737,2579,243.0,220.0,2013-09-28 00:34:00,39,9,5
2140,1,Treatment 1,2878,1912,355,514.0,625.0,2013-09-28 02:13:00,39,9,5
2141,0,Control 0,7621,260,2635,249.0,220.0,2013-09-28 02:43:00,39,9,5
5828,1,Treatment 0,6389,2961,2302,140.0,140.0,2013-09-28 03:32:00,39,9,5
2878,0,Control 1,6477,3439,1099,0.0,-50.0,2013-09-28 03:34:00,39,9,5
2877,1,Treatment 0,2639,2950,2981,150.0,220.0,2013-09-28 08:39:00,39,9,5
8153,0,Control 0,3307,2982,1391,199.0,220.0,2013-09-28 13:28:00,39,9,5
8154,0,Control 1,3897,312,734,93.0,70.0,2013-09-28 13:56:00,39,9,5
8155,0,Control 0,1011,101,2496,440.0,400.0,2013-09-28 15:12:00,39,9,5
2142,1,Treatment 0,4836,2875,3868,346.0,400.0,2013-09-28 15:36:00,39,9,5
8156,1,Treatment 1,7551,142,2432,255.0,220.0,2013-09-28 15:40:00,39,9,5
5117,0,Control 0,6342,1986,492,348.0,400.0,2013-09-28 16:25:00,39,9,5
8157,1,Treatment 0,8693,650,1230,444.0,400.0,2013-09-28 16:47:00,39,9,5
2143,1,Treatment 0,2418,2136,2195,343.0,400.0,2013-09-28 17:09:00,39,9,5
5118,0,Control 1,3392,1826,3189,279.0,220.0,2013-09-28 17:49:00,39,9,5
8159,1,Treatment 0,6671,1911,357,265.0,220.0,2013-09-28 19:48:00,39,9,5
2144,1,Treatment 0,1737,3014,4193,148.0,220.0,2013-09-28 20:02:00,39,9,5
5120,1,Treatment 1,8550,10,2759,284.0,220.0,2013-09-28 22:13:00,39,9,5
2145,0,Control 0,2670,672,191,750.0,625.0,2013-09-29 01:49:00,39,9,6
2146,0,Control 0,7144,643,1649,1255.0,1500.0,2013-09-29 02:26:00,39,9,6
5829,0,Control 1,2058,2307,2885,0.0,-50.0,2013-09-29 03:43:00,39,9,6
5121,0,Control 0,2832,2516,2193,149.0,220.0,2013-09-29 06:40:00,39,9,6
5122,1,Treatment 1,3630,2522,1413,462.0,400.0,2013-09-29 07:28:00,39,9,6
5123,0,Control 0,6233,530,984,970.0,875.0,2013-09-29 09:09:00,39,9,6
2147,0,Control 0,2051,902,3675,48.0,70.0,2013-09-29 09:09:00,39,9,6
2148,0,Control 1,3943,823,3194,395.0,400.0,2013-09-29 10:23:00,39,9,6
8160,1,Treatment 0,4497,17,2643,238.0,220.0,2013-09-29 13:35:00,39,9,6
8875,1,Treatment 1,4703,1191,4290,150.0,220.0,2013-09-29 13:58:00,39,9,6
2149,0,Control 0,6214,3649,2644,469.0,400.0,2013-09-29 18:29:00,39,9,6
5124,1,Treatment 0,8259,3283,2623,322.0,400.0,2013-09-29 19:11:00,39,9,6
5126,0,Control 1,489,1625,539,364.0,400.0,2013-09-30 08:56:00,40,9,0
2150,1,Treatment 0,1196,1306,772,210.0,220.0,2013-09-30 12:07:00,40,9,0
8161,0,Control 0,3109,1681,3360,1664.0,1500.0,2013-09-30 12:38:00,40,9,0
8878,0,Control 0,3053,3186,4218,0.0,0.0,2013-09-30 17:07:00,40,9,0
5127,1,Treatment 0,8162,2176,505,420.0,400.0,2013-09-30 17:10:00,40,9,0
5831,1,Treatment 1,7524,506,1882,150.0,220.0,2013-09-30 19:50:00,40,9,0
5128,0,Control 0,9023,1803,3522,400.0,400.0,2013-09-30 20:03:00,40,9,0
2152,1,Treatment 1,2742,1975,1456,468.0,400.0,2013-09-30 21:01:00,40,9,0
5129,1,Treatment 0,883,1884,3241,580.0,625.0,2013-09-30 21:16:00,40,9,0
8163,0,Control 0,2761,3065,3898,262.0,220.0,2013-09-30 21:39:00,40,9,0
8164,0,Control 0,7558,3612,2498,102.0,70.0,2013-10-01 00:24:00,40,10,1
5131,0,Control 0,5622,2394,4348,607.0,625.0,2013-10-01 03:14:00,40,10,1
2153,1,Treatment 1,7644,511,3599,549.0,625.0,2013-10-01 05:04:00,40,10,1
5132,0,Control 0,2121,2010,653,177.0,220.0,2013-10-01 05:49:00,40,10,1
5133,0,Control 1,8559,539,1364,245.0,220.0,2013-10-01 05:57:00,40,10,1
5134,1,Treatment 0,1347,1723,1476,709.0,625.0,2013-10-01 06:07:00,40,10,1
8166,0,Control 1,7863,769,123,399.0,400.0,2013-10-01 06:13:00,40,10,1
8167,1,Treatment 0,2762,3404,2454,207.0,220.0,2013-10-01 07:01:00,40,10,1
5136,1,Treatment 0,3147,2267,964,328.0,400.0,2013-10-01 07:06:00,40,10,1
5137,1,Treatment 1,5719,2059,2616,339.0,400.0,2013-10-01 11:08:00,40,10,1
8169,1,Treatment 0,393,1218,1675,296.0,220.0,2013-10-01 16:18:00,40,10,1
2155,0,Control 0,4866,3342,646,346.0,400.0,2013-10-01 17:28:00,40,10,1
8170,0,Control 0,498,2365,1715,240.0,220.0,2013-10-01 17:38:00,40,10,1
8171,0,Control 0,1188,1431,1015,608.0,625.0,2013-10-01 18:10:00,40,10,1
8172,0,Control 0,2645,1553,1112,325.0,400.0,2013-10-01 19:21:00,40,10,1
5139,1,Treatment 0,7203,560,3771,384.0,400.0,2013-10-01 20:23:00,40,10,1
5832,1,Treatment 1,8815,3666,2637,150.0,220.0,2013-10-01 20:25:00,40,10,1
8173,1,Treatment 1,1502,62,547,144.0,140.0,2013-10-01 20:49:00,40,10,1
2156,1,Treatment 0,7175,2854,163,661.0,625.0,2013-10-01 20:50:00,40,10,1
8174,0,Control 0,1568,2685,4092,211.0,220.0,2013-10-01 20:59:00,40,10,1
2157,0,Control 1,7088,277,3264,223.0,220.0,2013-10-01 21:10:00,40,10,1
8175,0,Control 0,6989,2589,1876,546.0,625.0,2013-10-01 22:13:00,40,10,1
2158,0,Control 0,3084,1028,1670,271.0,220.0,2013-10-01 22:59:00,40,10,1
5141,0,Control 1,6814,10,4121,384.0,400.0,2013-10-01 23:30:00,40,10,1
2159,0,Control 1,1839,2724,3393,218.0,220.0,2013-10-02 01:44:00,40,10,2
2160,1,Treatment 0,7385,3558,3673,222.0,220.0,2013-10-02 02:39:00,40,10,2
2161,0,Control 0,2917,3515,2235,469.0,400.0,2013-10-02 03:15:00,40,10,2
5142,0,Control 1,969,3408,2201,144.0,140.0,2013-10-02 03:42:00,40,10,2
8177,1,Treatment 0,6175,1694,1858,144.0,140.0,2013-10-02 05:14:00,40,10,2
5833,1,Treatment 0,7738,2698,151,140.0,140.0,2013-10-02 05:22:00,40,10,2
8178,1,Treatment 0,4731,1339,380,237.0,220.0,2013-10-02 05:47:00,40,10,2
8179,1,Treatment 0,783,1541,448,188.0,220.0,2013-10-02 06:58:00,40,10,2
8180,1,Treatment 1,4369,1275,1217,449.0,400.0,2013-10-02 08:33:00,40,10,2
5143,1,Treatment 0,6977,2176,14,142.0,140.0,2013-10-02 11:33:00,40,10,2
2162,1,Treatment 0,2507,3024,207,223.0,220.0,2013-10-02 14:01:00,40,10,2
8181,0,Control 1,2003,3376,3700,329.0,400.0,2013-10-02 14:10:00,40,10,2
8183,0,Control 1,1744,2724,3393,717.0,625.0,2013-10-02 16:07:00,40,10,2
5144,0,Control 1,8684,1546,3886,226.0,220.0,2013-10-02 17:37:00,40,10,2
5145,1,Treatment 0,3191,2151,2053,515.0,625.0,2013-10-02 17:41:00,40,10,2
8184,0,Control 0,351,128,2063,173.0,220.0,2013-10-02 17:54:00,40,10,2
2163,0,Control 0,1153,2760,1245,69.0,70.0,2013-10-02 18:03:00,40,10,2
5146,0,Control 0,2849,1988,4383,340.0,400.0,2013-10-02 18:58:00,40,10,2
8185,1,Treatment 0,5929,3079,1587,533.0,625.0,2013-10-02 19:33:00,40,10,2
5147,0,Control 0,2678,2156,1233,93.0,70.0,2013-10-02 21:16:00,40,10,2
5148,1,Treatment 0,8443,1800,2321,260.0,220.0,2013-10-02 21:26:00,40,10,2
2164,1,Treatment 0,5090,1884,3241,260.0,220.0,2013-10-02 22:28:00,40,10,2
2165,0,Control 0,2448,2685,4092,261.0,220.0,2013-10-02 23:23:00,40,10,2
8186,1,Treatment 1,8411,1947,2265,183.0,220.0,2013-10-02 23:34:00,40,10,2
5149,1,Treatment 0,4838,1017,2536,243.0,220.0,2013-10-02 23:50:00,40,10,2
2166,0,Control 1,7370,2217,120,521.0,625.0,2013-10-03 00:44:00,40,10,3
8187,1,Treatment 0,6382,1588,1776,609.0,625.0,2013-10-03 00:48:00,40,10,3
8188,1,Treatment 0,5032,1944,717,315.0,400.0,2013-10-03 04:06:00,40,10,3
5150,0,Control 0,6998,2229,3402,337.0,400.0,2013-10-03 04:42:00,40,10,3
2167,0,Control 1,1469,2299,915,123.0,70.0,2013-10-03 09:31:00,40,10,3
5151,1,Treatment 0,2104,3440,961,210.0,220.0,2013-10-03 11:05:00,40,10,3
5152,1,Treatment 0,7698,706,842,274.0,220.0,2013-10-03 11:41:00,40,10,3
5153,0,Control 0,4530,452,1080,298.0,220.0,2013-10-03 15:38:00,40,10,3
2168,0,Control 0,6165,1644,464,264.0,220.0,2013-10-03 16:38:00,40,10,3
5155,0,Control 0,7482,763,4055,288.0,220.0,2013-10-03 18:55:00,40,10,3
5156,0,Control 0,2332,2845,589,105.0,70.0,2013-10-03 20:16:00,40,10,3
8189,0,Control 0,4367,1096,1445,178.0,220.0,2013-10-03 21:25:00,40,10,3
5834,0,Control 0,8733,310,4332,0.0,-50.0,2013-10-03 21:53:00,40,10,3
2171,0,Control 1,7006,2295,2461,75.0,70.0,2013-10-04 00:09:00,40,10,4
2173,1,Treatment 0,6538,1557,3192,282.0,220.0,2013-10-04 01:32:00,40,10,4
2880,0,Control 1,1855,3465,2342,0.0,0.0,2013-10-04 02:01:00,40,10,4
2174,1,Treatment 0,2805,2051,784,159.0,220.0,2013-10-04 02:03:00,40,10,4
8191,0,Control 1,6851,2646,2756,1374.0,1500.0,2013-10-04 02:17:00,40,10,4
2175,0,Control 0,8971,619,2417,681.0,625.0,2013-10-04 04:44:00,40,10,4
5157,1,Treatment 0,4005,2948,1392,225.0,220.0,2013-10-04 04:52:00,40,10,4
2176,0,Control 0,4538,1876,3573,254.0,220.0,2013-10-04 05:06:00,40,10,4
2177,1,Treatment 1,2922,709,2116,155.0,220.0,2013-10-04 05:55:00,40,10,4
8879,0,Control 1,7601,85,941,0.0,0.0,2013-10-04 12:30:00,40,10,4
5158,0,Control 0,2445,14,1196,265.0,220.0,2013-10-04 13:31:00,40,10,4
5159,0,Control 0,5741,2267,964,513.0,625.0,2013-10-04 13:40:00,40,10,4
5161,0,Control 1,3789,305,1614,101.0,70.0,2013-10-04 14:54:00,40,10,4
2179,1,Treatment 0,6513,1672,3431,490.0,400.0,2013-10-04 15:32:00,40,10,4
8193,0,Control 1,4344,2189,2258,488.0,400.0,2013-10-04 15:42:00,40,10,4
5162,0,Control 1,943,3441,2727,286.0,220.0,2013-10-04 16:29:00,40,10,4
5836,0,Control 0,7920,484,3545,0.0,-50.0,2013-10-04 16:38:00,40,10,4
5163,1,Treatment 0,6212,548,3356,665.0,625.0,2013-10-04 16:43:00,40,10,4
8194,1,Treatment 0,5395,2857,1326,185.0,220.0,2013-10-04 16:52:00,40,10,4
8195,1,Treatment 0,2266,337,757,166.0,220.0,2013-10-04 17:43:00,40,10,4
2181,0,Control 0,6984,2971,975,265.0,220.0,2013-10-04 18:09:00,40,10,4
2182,1,Treatment 1,6169,2439,827,583.0,625.0,2013-10-04 21:57:00,40,10,4
8197,1,Treatment 0,2744,1261,2577,295.0,220.0,2013-10-04 21:57:00,40,10,4
2183,1,Treatment 1,7463,656,2745,462.0,400.0,2013-10-04 22:27:00,40,10,4
8198,1,Treatment 0,1504,3174,3059,244.0,220.0,2013-10-04 22:36:00,40,10,4
8199,0,Control 0,6347,2310,3064,208.0,220.0,2013-10-04 23:15:00,40,10,4
2184,0,Control 0,2714,857,3802,174.0,220.0,2013-10-05 00:41:00,40,10,5
8200,0,Control 1,7397,2703,3312,293.0,220.0,2013-10-05 01:27:00,40,10,5
8880,0,Control 1,1693,3665,3200,0.0,0.0,2013-10-05 02:33:00,40,10,5
2185,1,Treatment 1,102,1214,927,369.0,400.0,2013-10-05 03:48:00,40,10,5
8201,0,Control 0,7941,3082,882,242.0,220.0,2013-10-05 03:53:00,40,10,5
2186,0,Control 1,5426,3434,52,460.0,400.0,2013-10-05 03:54:00,40,10,5
8202,0,Control 1,7994,431,298,112.0,70.0,2013-10-05 04:23:00,40,10,5
8881,1,Treatment 1,4442,3665,1323,160.0,220.0,2013-10-05 04:47:00,40,10,5
2188,0,Control 1,4782,461,3401,304.0,400.0,2013-10-05 05:02:00,40,10,5
8203,1,Treatment 1,290,149,3049,299.0,220.0,2013-10-05 07:34:00,40,10,5
2189,0,Control 0,5778,3524,3574,309.0,400.0,2013-10-05 12:00:00,40,10,5
8204,0,Control 0,7222,2535,770,162.0,220.0,2013-10-05 13:38:00,40,10,5
8205,1,Treatment 1,5644,1456,2748,319.0,400.0,2013-10-05 13:45:00,40,10,5
5166,0,Control 0,6996,926,433,289.0,220.0,2013-10-05 17:27:00,40,10,5
2190,1,Treatment 0,4138,271,1828,443.0,400.0,2013-10-05 18:01:00,40,10,5
8206,0,Control 0,4444,1738,3516,164.0,220.0,2013-10-05 18:24:00,40,10,5
8207,1,Treatment 1,4019,3207,3956,384.0,400.0,2013-10-05 20:01:00,40,10,5
2191,0,Control 1,7286,3351,4069,126.0,70.0,2013-10-05 20:02:00,40,10,5
8208,0,Control 0,7753,656,2745,126.0,70.0,2013-10-05 20:21:00,40,10,5
2192,0,Control 0,3812,1988,4383,993.0,875.0,2013-10-05 20:42:00,40,10,5
8882,0,Control 1,475,630,702,0.0,0.0,2013-10-05 20:43:00,40,10,5
2193,1,Treatment 1,4829,1875,205,950.0,875.0,2013-10-05 20:53:00,40,10,5
2194,0,Control 0,6942,2534,1663,448.0,400.0,2013-10-05 21:12:00,40,10,5
2195,1,Treatment 0,7904,1376,3144,240.0,220.0,2013-10-05 21:59:00,40,10,5
5167,1,Treatment 1,1341,2933,2922,234.0,220.0,2013-10-05 23:16:00,40,10,5
2196,0,Control 0,6964,271,1828,264.0,220.0,2013-10-05 23:55:00,40,10,5
8209,1,Treatment 0,6702,3088,189,696.0,625.0,2013-10-06 00:42:00,40,10,6
2197,0,Control 0,8850,2789,128,202.0,220.0,2013-10-06 03:27:00,40,10,6
2198,0,Control 0,1512,2267,964,222.0,220.0,2013-10-06 04:28:00,40,10,6
5168,1,Treatment 0,7192,2714,3155,340.0,400.0,2013-10-06 10:23:00,40,10,6
5837,0,Control 1,8500,742,56,0.0,-50.0,2013-10-06 14:40:00,40,10,6
8210,0,Control 1,3028,1376,3144,168.0,220.0,2013-10-06 15:05:00,40,10,6
2199,1,Treatment 0,8402,1102,2202,313.0,400.0,2013-10-06 16:13:00,40,10,6
8211,0,Control 0,345,850,127,114.0,70.0,2013-10-06 16:24:00,40,10,6
8212,1,Treatment 0,3649,1761,4382,528.0,625.0,2013-10-06 18:06:00,40,10,6
2201,1,Treatment 0,5220,2744,812,339.0,400.0,2013-10-06 18:15:00,40,10,6
8213,0,Control 1,3619,942,1893,77.0,70.0,2013-10-06 18:41:00,40,10,6
5169,0,Control 0,2240,420,1026,170.0,220.0,2013-10-06 19:34:00,40,10,6
2202,0,Control 1,5891,999,650,55.0,70.0,2013-10-06 20:32:00,40,10,6
5170,0,Control 1,7467,1102,1139,126.0,70.0,2013-10-06 22:28:00,40,10,6
5171,1,Treatment 1,819,1294,939,296.0,220.0,2013-10-06 22:35:00,40,10,6
8214,0,Control 0,2897,2272,2198,224.0,220.0,2013-10-07 00:53:00,41,10,0
2203,1,Treatment 0,1648,1100,1505,234.0,220.0,2013-10-07 02:37:00,41,10,0
5172,0,Control 1,2921,2034,318,140.0,140.0,2013-10-07 04:35:00,41,10,0
8215,0,Control 0,8178,3104,3996,139.0,70.0,2013-10-07 04:38:00,41,10,0
2882,1,Treatment 1,7451,348,636,160.0,220.0,2013-10-07 08:07:00,41,10,0
5173,1,Treatment 1,4813,2867,834,295.0,220.0,2013-10-07 09:24:00,41,10,0
5174,1,Treatment 0,4573,1371,3872,333.0,400.0,2013-10-07 13:29:00,41,10,0
5175,0,Control 1,3277,1313,1240,407.0,400.0,2013-10-07 13:49:00,41,10,0
2204,1,Treatment 0,5493,2755,3936,1012.0,1500.0,2013-10-07 13:55:00,41,10,0
8217,0,Control 1,8327,2028,1092,240.0,220.0,2013-10-07 14:04:00,41,10,0
5176,1,Treatment 0,7553,3050,1417,533.0,625.0,2013-10-07 15:54:00,41,10,0
5177,0,Control 1,4014,28,1473,163.0,220.0,2013-10-07 18:08:00,41,10,0
2205,0,Control 0,8697,2757,3111,246.0,220.0,2013-10-07 18:11:00,41,10,0
8219,1,Treatment 0,263,3279,1193,354.0,400.0,2013-10-07 18:25:00,41,10,0
5178,1,Treatment 0,2199,1216,1699,361.0,400.0,2013-10-07 18:39:00,41,10,0
8883,1,Treatment 1,976,1466,1983,140.0,140.0,2013-10-07 19:47:00,41,10,0
2207,0,Control 1,869,2478,3520,403.0,400.0,2013-10-07 19:50:00,41,10,0
5179,0,Control 0,5093,3153,536,135.0,70.0,2013-10-07 20:18:00,41,10,0
2208,0,Control 0,4253,3523,1603,142.0,140.0,2013-10-07 20:39:00,41,10,0
5180,0,Control 0,1490,574,2605,286.0,220.0,2013-10-07 20:57:00,41,10,0
5181,0,Control 1,201,2904,1048,139.0,70.0,2013-10-07 22:20:00,41,10,0
8221,0,Control 1,2955,2322,299,279.0,220.0,2013-10-07 22:35:00,41,10,0
8222,1,Treatment 0,7717,2743,3656,303.0,400.0,2013-10-07 22:51:00,41,10,0
8223,0,Control 0,7518,2170,1815,204.0,220.0,2013-10-07 22:59:00,41,10,0
5182,0,Control 1,6476,615,1741,636.0,625.0,2013-10-07 23:57:00,41,10,0
8225,1,Treatment 0,4329,1574,421,165.0,220.0,2013-10-08 01:28:00,41,10,1
2209,1,Treatment 0,4780,2310,3064,573.0,625.0,2013-10-08 01:51:00,41,10,1
2210,0,Control 0,8874,3640,2291,493.0,400.0,2013-10-08 02:41:00,41,10,1
2211,1,Treatment 0,2642,2960,2602,328.0,400.0,2013-10-08 03:21:00,41,10,1
8227,0,Control 1,826,320,2703,205.0,220.0,2013-10-08 03:36:00,41,10,1
5183,0,Control 0,1001,2818,3750,170.0,220.0,2013-10-08 04:29:00,41,10,1
5184,0,Control 0,716,3129,4057,275.0,220.0,2013-10-08 06:17:00,41,10,1
2212,1,Treatment 0,5092,52,1075,798.0,875.0,2013-10-08 07:39:00,41,10,1
8228,1,Treatment 1,757,2703,3312,156.0,220.0,2013-10-08 09:03:00,41,10,1
2213,1,Treatment 1,7039,589,1818,331.0,400.0,2013-10-08 10:07:00,41,10,1
5835,1,Treatment 1,4572,3446,4080,140.0,140.0,2013-10-08 13:50:00,41,10,1
2214,1,Treatment 0,1580,844,2520,219.0,220.0,2013-10-08 13:59:00,41,10,1
8229,0,Control 1,8376,3586,1742,234.0,220.0,2013-10-08 15:16:00,41,10,1
5185,0,Control 1,2028,1705,2233,125.0,70.0,2013-10-08 15:39:00,41,10,1
8230,0,Control 0,981,3628,1124,40.0,70.0,2013-10-08 16:14:00,41,10,1
5187,0,Control 0,8072,2474,3904,519.0,625.0,2013-10-08 18:25:00,41,10,1
2215,1,Treatment 0,4159,72,2962,302.0,400.0,2013-10-08 18:59:00,41,10,1
5188,0,Control 0,5100,816,3864,165.0,220.0,2013-10-08 19:14:00,41,10,1
5189,0,Control 1,3460,3335,4298,309.0,400.0,2013-10-08 19:34:00,41,10,1
2216,0,Control 0,1055,878,1381,509.0,625.0,2013-10-08 20:39:00,41,10,1
5190,1,Treatment 0,6227,1830,2452,158.0,220.0,2013-10-08 21:41:00,41,10,1
8231,0,Control 0,2483,1871,4167,207.0,220.0,2013-10-08 21:44:00,41,10,1
2217,1,Treatment 0,7641,499,240,369.0,400.0,2013-10-08 22:07:00,41,10,1
2218,1,Treatment 1,7881,2164,2859,347.0,400.0,2013-10-08 22:51:00,41,10,1
2883,1,Treatment 1,6283,1757,182,140.0,140.0,2013-10-08 22:59:00,41,10,1
2219,1,Treatment 0,7258,3489,4353,364.0,400.0,2013-10-08 23:06:00,41,10,1
5191,0,Control 1,2698,1167,2557,765.0,875.0,2013-10-08 23:24:00,41,10,1
5192,0,Control 1,2285,815,3923,138.0,70.0,2013-10-09 01:12:00,41,10,2
8232,0,Control 1,3007,229,311,95.0,70.0,2013-10-09 01:31:00,41,10,2
8233,0,Control 0,3242,1112,2567,56.0,70.0,2013-10-09 01:42:00,41,10,2
5839,0,Control 1,6333,13,2269,0.0,0.0,2013-10-09 01:47:00,41,10,2
5838,0,Control 0,3925,498,2509,0.0,-50.0,2013-10-09 04:41:00,41,10,2
8234,0,Control 0,6763,2056,4384,206.0,220.0,2013-10-09 07:13:00,41,10,2
5840,0,Control 0,3193,577,4001,0.0,0.0,2013-10-09 08:42:00,41,10,2
2220,1,Treatment 0,7266,1921,517,214.0,220.0,2013-10-09 09:46:00,41,10,2
8884,0,Control 1,1755,371,884,0.0,0.0,2013-10-09 10:56:00,41,10,2
2221,0,Control 0,5648,3351,4069,315.0,400.0,2013-10-09 13:29:00,41,10,2
5193,0,Control 0,8496,2610,2414,274.0,220.0,2013-10-09 13:48:00,41,10,2
2223,0,Control 0,83,1617,2139,791.0,875.0,2013-10-09 15:14:00,41,10,2
5194,0,Control 0,8224,2367,2624,184.0,220.0,2013-10-09 15:35:00,41,10,2
5195,1,Treatment 0,3531,802,1679,158.0,220.0,2013-10-09 15:40:00,41,10,2
2225,0,Control 0,7585,547,849,179.0,220.0,2013-10-09 16:30:00,41,10,2
8235,1,Treatment 1,3390,397,457,206.0,220.0,2013-10-09 17:07:00,41,10,2
5196,0,Control 1,7160,13,2269,91.0,70.0,2013-10-09 17:44:00,41,10,2
2227,0,Control 0,3478,2829,3782,872.0,875.0,2013-10-09 20:48:00,41,10,2
8236,0,Control 0,4200,361,1238,590.0,625.0,2013-10-09 20:53:00,41,10,2
2228,0,Control 0,5033,208,1894,361.0,400.0,2013-10-09 21:14:00,41,10,2
8237,0,Control 0,6393,1826,3189,451.0,400.0,2013-10-09 21:28:00,41,10,2
8238,0,Control 0,4667,562,1713,352.0,400.0,2013-10-09 22:19:00,41,10,2
2229,0,Control 0,1138,136,166,173.0,220.0,2013-10-10 00:45:00,41,10,3
8239,1,Treatment 1,5375,2749,617,357.0,400.0,2013-10-10 00:51:00,41,10,3
8241,1,Treatment 0,6228,2904,1048,377.0,400.0,2013-10-10 03:26:00,41,10,3
2230,1,Treatment 1,721,837,2044,399.0,400.0,2013-10-10 03:36:00,41,10,3
8242,1,Treatment 0,2321,476,2960,261.0,220.0,2013-10-10 04:32:00,41,10,3
2231,1,Treatment 0,1578,2574,3654,670.0,625.0,2013-10-10 04:34:00,41,10,3
5198,1,Treatment 0,8409,3656,794,192.0,220.0,2013-10-10 04:52:00,41,10,3
2232,0,Control 0,955,499,240,204.0,220.0,2013-10-10 04:55:00,41,10,3
5199,0,Control 0,8321,3631,140,332.0,400.0,2013-10-10 05:20:00,41,10,3
2233,0,Control 0,2919,2472,1141,146.0,220.0,2013-10-10 05:29:00,41,10,3
5200,1,Treatment 0,5246,1277,748,256.0,220.0,2013-10-10 06:18:00,41,10,3
5201,1,Treatment 0,7232,2276,443,947.0,875.0,2013-10-10 06:38:00,41,10,3
8243,1,Treatment 1,5840,3337,2371,147.0,220.0,2013-10-10 13:55:00,41,10,3
2235,0,Control 0,2621,3356,2149,233.0,220.0,2013-10-10 15:32:00,41,10,3
8244,1,Treatment 1,2531,2498,1150,270.0,220.0,2013-10-10 16:29:00,41,10,3
5203,1,Treatment 1,4536,2047,3004,312.0,400.0,2013-10-10 17:22:00,41,10,3
5204,1,Treatment 1,656,2546,2115,388.0,400.0,2013-10-10 17:56:00,41,10,3
2237,0,Control 0,6450,1829,660,419.0,400.0,2013-10-10 18:07:00,41,10,3
8246,1,Treatment 0,154,3632,3266,664.0,625.0,2013-10-10 18:27:00,41,10,3
2239,0,Control 1,1717,2131,869,630.0,625.0,2013-10-10 20:37:00,41,10,3
8247,0,Control 0,35,1277,748,454.0,400.0,2013-10-10 21:17:00,41,10,3
5206,1,Treatment 0,2312,3230,4154,291.0,220.0,2013-10-10 23:01:00,41,10,3
8248,0,Control 0,2089,1949,4208,411.0,400.0,2013-10-11 02:36:00,41,10,4
8249,0,Control 0,1828,1906,519,243.0,220.0,2013-10-11 03:56:00,41,10,4
5209,1,Treatment 0,788,2412,4212,891.0,875.0,2013-10-11 04:20:00,41,10,4
8250,1,Treatment 0,7669,2002,2911,489.0,400.0,2013-10-11 04:57:00,41,10,4
5210,0,Control 0,7510,914,213,204.0,220.0,2013-10-11 06:56:00,41,10,4
